# t	 S	 P	 Q	 T	 rho	 varkappa	 tau	 grad
# S, P, Q, T -- normalised values, rho -- in g/cm^3, varkappa -- in cm^2/g 
# t = 1 - z/z0 
# M = 2.011658e+00 Msun, alpha = 0.01, r = 1.000000e+10 cm, r = 16832.386518751366 rg, Teff = 10000.0 K, Mdot = 1.803440e+16 g/s, F = 2.907351e+34 g*cm^2/s^2, structure = BellLin, mu = 0.62
# varkappa_c = 5.779395e+01 cm^2/g, rho_c = 8.331612e-07 g/cm^3, T_c = 8.609941e+04 K, P_c = 9.619925e+06 dyn, Sigma0 = 4.539304e+02 g/cm^2, PradPgas_c = 1.440651e-02, z0r = 5.069036e-02, tau = 1.336410e+04
# Sigma_norm = 4.721709e+02, P_norm = 9.128349e+06, T_norm = 5.115334e+05, Q_norm = 5.670374e+11
# Pi1 = 5.856819, Pi2 = 0.537409, Pi3 = 1.149017, Pi4 = 0.447551
0.000000000000000000e+00 0.000000000000000000e+00 1.447258997681664808e-03 1.000000000000000000e+00 1.954906693356879901e-02 9.851355806005408270e-09 2.143706550340196415e+01 6.666666666666666297e-01 1.009107668879356101e+00
1.010101010101010187e-02 2.278229190180816079e-04 2.233084101924966060e-03 9.999627676619803340e-01 2.713012042490363027e-02 1.095290040034028413e-08 7.275127219914789123e+01 3.247322093538253629e+00 5.394587540116835278e-01
2.020202020202020374e-02 4.883492346954457046e-04 3.122682663967707092e-03 9.999086508966678055e-01 3.146123286247438922e-02 1.320772127314015218e-08 6.063688759721663502e+01 7.833991723082080583e+00 3.681947762805652391e-01
3.030303030303030387e-02 8.048136112764139611e-04 4.193066856340290846e-03 9.998346330448291130e-01 3.476286445003171771e-02 1.605062737122736573e-08 5.743649749714723640e+01 1.194639945611545961e+01 3.157598568071001699e-01
4.040404040404040747e-02 1.187610094429369890e-03 5.474638534505013587e-03 9.997367155935075189e-01 3.771418851239383141e-02 1.931641212490015780e-08 5.638938954387084124e+01 1.735368066627791706e+01 2.962179670565109335e-01
5.050505050505051108e-02 1.645467025961679054e-03 6.991458474162027224e-03 9.996103796416015985e-01 4.049814098933320061e-02 2.297251135086951791e-08 5.612624089127587723e+01 2.315088909221423918e+01 2.866582489909570985e-01
6.060606060606060774e-02 2.186697624192633378e-03 8.765376994491303614e-03 9.994506630486698073e-01 4.318625284145390097e-02 2.700852436799492406e-08 5.619259965507878007e+01 3.060547659230705264e+01 2.813148557448018616e-01
7.070707070707071829e-02 2.819616311853110225e-03 1.081741807196169407e-02 9.992519527767523835e-01 4.580338455402939435e-02 3.142692031659148302e-08 5.644017823048863391e+01 3.873980412083535185e+01 2.780578512525102020e-01
8.080808080808081495e-02 3.552431290392151289e-03 1.316735371607591527e-02 9.990084376143366640e-01 4.837200690252696500e-02 3.622264639596372186e-08 5.675586532898088166e+01 4.881388182400589670e+01 2.767285856789942766e-01
9.090909090909091161e-02 4.393281298174892512e-03 1.583389562540749376e-02 9.987138988205896961e-01 5.090278927592790242e-02 4.139253049763406132e-08 5.709111110955846868e+01 5.983529488485405068e+01 2.758787600633672010e-01
1.010101010101010222e-01 5.350357317013160544e-03 1.883507568152663000e-02 9.983615911418187716e-01 5.339892354744927433e-02 4.693649415531122951e-08 5.743337740486392562e+01 7.305676186288818030e+01 2.754061405859342671e-01
1.111111111111111188e-01 6.431670505777086454e-03 2.218745244049380796e-02 9.979445499665454689e-01 5.586526411013979093e-02 5.284955848273059961e-08 5.776395038562221629e+01 8.748225471159985034e+01 2.754968057057849418e-01
1.212121212121212155e-01 7.645121332105273351e-03 2.590643613842794762e-02 9.974555427340935365e-01 5.830477460189281702e-02 5.912611342353892245e-08 5.807316587449964373e+01 1.043594398934718726e+02 2.755855947714904719e-01
1.313131313131313260e-01 8.998685829380119461e-03 3.000686084847301385e-02 9.968867795316846969e-01 6.071652241817505208e-02 6.576418699039760687e-08 5.836679393826734952e+01 1.226853548294405840e+02 2.757157308827825615e-01
