# t	 S	 P	 Q	 T	 rho	 varkappa	 tau	 grad
# S, P, Q, T -- normalised values, rho -- in g/cm^3, varkappa -- in cm^2/g 
# t = 1 - z/z0 
# M = 1.005829e+00 Msun, alpha = 0.01, r = 1.000000e+10 cm, r = 33664.77303750273 rg, Teff = 10000.0 K, Mdot = 3.592641e+16 g/s, F = 4.111615e+34 g*cm^2/s^2, structure = BellLin, mu = 0.62
# varkappa_c = 4.951243e+01 cm^2/g, rho_c = 7.839818e-07 g/cm^3, T_c = 8.942732e+04 K, P_c = 9.401966e+06 dyn, Sigma0 = 6.165429e+02 g/cm^2, PradPgas_c = 1.715505e-02, z0r = 7.358157e-02, tau = 1.555131e+04
# Sigma_norm = 6.338067e+02, P_norm = 8.893312e+06, T_norm = 5.389288e+05, Q_norm = 5.670374e+11
# Pi1 = 5.924804, Pi2 = 0.534390, Pi3 = 1.149292, Pi4 = 0.447474
0.000000000000000000e+00 0.000000000000000000e+00 1.167810767021968321e-03 1.000000000000000000e+00 1.855532807063563216e-02 7.744502488297599033e-09 1.978477768231041622e+01 6.666666666666666297e-01 9.565109167206967689e-01
1.010101010101010187e-02 1.953537165173913157e-04 1.840520993265905075e-03 9.999695752455300957e-01 2.565190110801915738e-02 8.828987550180149365e-09 5.927521394796912091e+01 3.180939311290290394e+00 5.049357931159432766e-01
2.020202020202020374e-02 4.250125762790903680e-04 2.623700851978244108e-03 9.999244558869113675e-01 2.972111384985337210e-02 1.086272839773215416e-08 5.052097209444719539e+01 7.592202403467292804e+00 3.509278185014879092e-01
3.030303030303030387e-02 7.086491035930217453e-04 3.581786675197356790e-03 9.998616358106886537e-01 3.291206305949849475e-02 1.339165634482569961e-08 4.828125318489114903e+01 1.177619003102027406e+01 3.085072560466819436e-01
4.040404040404040747e-02 1.056157053416928709e-03 4.743640207044944913e-03 9.997772631206498506e-01 3.580137178642040646e-02 1.630428505875396705e-08 4.763502323444748043e+01 1.728345154928044991e+01 2.915432575797203274e-01
5.050505050505051108e-02 1.476217707720074105e-03 6.133310555402037186e-03 9.996669696389353099e-01 3.854590710225096889e-02 1.957971522503998386e-08 4.755973521699986151e+01 2.337687715763000895e+01 2.833487638509267770e-01
6.060606060606060774e-02 1.977292504392836811e-03 7.773273889624760825e-03 9.995258184554117742e-01 4.120184135703289230e-02 2.321544595494218460e-08 4.773672337923402154e+01 3.118147124240546120e+01 2.788921799158324832e-01
7.070707070707071829e-02 2.567817901752211113e-03 9.685054283412285192e-03 9.993484890466025616e-01 4.379850718733777765e-02 2.721024403457498343e-08 4.802118258394277461e+01 3.990306883467532373e+01 2.766582338487668102e-01
8.080808080808081495e-02 3.256226774557719698e-03 1.188928152134837053e-02 9.991292231235516796e-01 4.635129818500111770e-02 3.156337204219513380e-08 4.834555461450789693e+01 5.065668142502043025e+01 2.754221546226991446e-01
9.090909090909091161e-02 4.050961454781077872e-03 1.440572253780946117e-02 9.988617888275410639e-01 4.886726014046078453e-02 3.627494325724454526e-08 4.868200059401596747e+01 6.263746152672583634e+01 2.748166750451739859e-01
1.010101010101010222e-01 4.960356319266810872e-03 1.725289233523361054e-02 9.985396450062244966e-01 5.135237178218784310e-02 4.134196273810361193e-08 4.900902841149703448e+01 7.695732566306905653e+01 2.748083730668590130e-01
