# t	 S	 P	 Q	 T	 rho	 varkappa	 tau	 grad
# S, P, Q, T -- normalised values, rho -- in g/cm^3, varkappa -- in cm^2/g 
# t = 1 - z/z0 
# M = 1.005829e+00 Msun, alpha = 0.5, r = 1.000000e+10 cm, r = 33664.77303750273 rg, Teff = 10000.0 K, Mdot = 3.592641e+16 g/s, F = 4.111615e+34 g*cm^2/s^2, structure = BellLin, mu = 0.62
# varkappa_c = 3.209727e+01 cm^2/g, rho_c = 5.781694e-08 g/cm^3, T_c = 3.754234e+04 K, P_c = 2.910844e+05 dyn, Sigma0 = 2.924342e+01 g/cm^2, PradPgas_c = 1.721060e-02, z0r = 4.149951e-02, tau = 4.810752e+02
# Sigma_norm = 3.985098e+01, P_norm = 3.153695e+05, T_norm = 1.714270e+05, Q_norm = 5.670374e+11
# Pi1 = 4.488973, Pi2 = 0.609397, Pi3 = 1.144301, Pi4 = 0.442978
0.000000000000000000e+00 0.000000000000000000e+00 2.141795611861513002e-02 1.000000000000000000e+00 5.833387791591364974e-02 5.036805426076771083e-09 1.714161453011675817e+01 6.666666666666666297e-01 1.453421151809281275e-01
1.010101010101010187e-02 1.104915677874352721e-03 2.522899741552479813e-02 9.995272270703048356e-01 6.407021509091914702e-02 5.401841144450986232e-09 4.482640789047874819e+01 1.355147955462455034e+00 8.440749562365794656e-01
2.020202020202020374e-02 2.249245030594411530e-03 2.910084423787751007e-02 9.989754242539246043e-01 7.232188988370917559e-02 5.519933174879629259e-09 4.871854293530390123e+01 2.516458561451980547e+00 7.152786622484372803e-01
3.030303030303030387e-02 3.441659866425146597e-03 3.310409851132325998e-02 9.983429393466722868e-01 7.784120751300548091e-02 5.834050707506282673e-09 4.288413213030768389e+01 3.575308239587793757e+00 4.800196842151044918e-01
4.040404040404040747e-02 4.709265631791514743e-03 3.732127142273835435e-02 9.976262252450519563e-01 8.224034259014353920e-02 6.225432344869059047e-09 3.990859419515088291e+01 4.637718091641430895e+00 4.259995139188358371e-01
5.050505050505051108e-02 6.064136945341691565e-03 4.178461548619619159e-02 9.968206124326813855e-01 8.605921176601274980e-02 6.660656610108918622e-09 3.813349139817481870e+01 5.665022349562000237e+00 3.793797361476396457e-01
6.060606060606060774e-02 7.514017021624002507e-03 4.651221264614245621e-02 9.959209080119775237e-01 8.952359273736021361e-02 7.127340304037271712e-09 3.698182684848494972e+01 6.772786372974239022e+00 3.546441501778828109e-01
7.070707070707071829e-02 9.064838253661345810e-03 5.151594200959300901e-02 9.949216128272281301e-01 9.274931876908350248e-02 7.619542842921106205e-09 3.619464890776900745e+01 7.877983912782936748e+00 3.368146633925735989e-01
8.080808080808081495e-02 1.072158267135673443e-02 5.680424578642071648e-02 9.938170062926496851e-01 9.580321173744470176e-02 8.133898099379982656e-09 3.563733652027492838e+01 9.087535732693867274e+00 3.245845972131374824e-01
9.090909090909091161e-02 1.248866115807477362e-02 6.238335934073944294e-02 9.926011755615896659e-01 9.872656506043843427e-02 8.668275958522456456e-09 3.523321939263719571e+01 1.031007072177288819e+01 3.156525954876346907e-01
1.010101010101010222e-01 1.437011281737418135e-02 6.825792727071050559e-02 9.912681754661217814e-01 1.015477915644791562e-01 9.221054980970706348e-09 3.493376128808707648e+01 1.164966468981564773e+01 3.091008450154316134e-01
1.111111111111111188e-01 1.636968068690875314e-02 7.443136212250399397e-02 9.898119191248287985e-01 1.042857490555232358e-01 9.791043950793681194e-09 3.470845171937852314e+01 1.301201297500811371e+01 3.041459988413098836e-01
1.212121212121212155e-01 1.849086490382218992e-02 8.090588278870081140e-02 9.882262384974814795e-01 1.069537719602210585e-01 1.037724316784537100e-08 3.453677176242577218e+01 1.449992718070582320e+01 3.003059719875259548e-01
1.313131313131313260e-01 2.073700155375690982e-02 8.768299779247162862e-02 9.865049389347312347e-01 1.095616104443088712e-01 1.097880269662371034e-08 3.440452536052901422e+01 1.601774224698708693e+01 2.975279511166686319e-01
1.414141414141414366e-01 2.311118078485912414e-02 9.476293944554836646e-02 9.846420217500467809e-01 1.121179287448705458e-01 1.159475177994197118e-08 3.429996004567590262e+01 1.766755258408523233e+01 2.951873039065608939e-01
1.515151515151515194e-01 2.561645525708846835e-02 1.021458012314858110e-01 9.826307108256501222e-01 1.146250555013846734e-01 1.222472106735837013e-08 3.421922297739851615e+01 1.935284371692557670e+01 2.933935281128516315e-01
1.616161616161616299e-01 2.825558362164020537e-02 1.098302566540001052e-01 9.804655282463610178e-01 1.170909658576360091e-01 1.286757203555158319e-08 3.415282970310233424e+01 2.117537246443840715e+01 2.922972376234382885e-01
1.717171717171717404e-01 3.103122797090400453e-02 1.178144528227981214e-01 9.781399790736891031e-01 1.195173875104379724e-01 1.352276426321697954e-08 3.409834354870802287e+01 2.303787962259180588e+01 2.910523552698542904e-01
1.818181818181818232e-01 3.394605048842977424e-02 1.260965384144363266e-01 9.756473474880923424e-01 1.219046374975182589e-01 1.418995229213807976e-08 3.405504525348318623e+01 2.504183972294059046e+01 2.902049433165871939e-01
1.919191919191919338e-01 3.700234646830984075e-02 1.346730133398765794e-01 9.729824122046262236e-01 1.242580776656008884e-01 1.486804768300698037e-08 3.401718237795341082e+01 2.708974835686304772e+01 2.898369199099344318e-01
